,req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,post_id_project,post_id_manuf,competing_manufacturers,is_manuf_bid,predBidProb
6915,0,0,quick,1,0,19162,2184,['5314'],0,0.1474035857716251
9735,0,1,quick,0,0,2781,5314,"['770', '2184']",0,0.3688913282359131
11556,0,1,quick,0,0,2781,15212,"['770', '2184']",0,0.27103516131964583
7914,0,1,quick,0,0,2781,4753,"['770', '2184']",0,0.2505609548442125
6700,0,1,quick,0,0,2781,2184,"['770', '2184']",1,0.22648967101447282
1844,0,1,quick,0,0,2781,770,"['770', '2184']",1,0.1807098979547068
10292,0,0,quick,0,0,47847,5314,['5314'],1,0.2742462397222401
3615,0,0,quick,0,0,47847,788,['5314'],0,0.2233375538334836
12113,0,0,quick,0,0,47847,15212,['5314'],0,0.19378746777411002
8471,0,0,quick,0,0,47847,4753,['5314'],0,0.1777259191699459
7257,0,0,quick,0,0,47847,2184,['5314'],0,0.15916579486802973
9914,0,1,standard,0,0,17134,5314,"['4753', '5011']",0,0.38124959899180205
11735,0,1,standard,0,0,17134,15212,"['4753', '5011']",0,0.35207339807839666
6879,0,1,standard,0,0,17134,2184,"['4753', '5011']",0,0.22682393624593855
8093,0,1,standard,0,0,17134,4753,"['4753', '5011']",1,0.20106416566771976
9307,0,1,standard,0,0,17134,5011,"['4753', '5011']",1,0.12583259236200184
9893,0,0,standard,0,0,15092,5314,['4753'],0,0.2848649678377532
12321,0,0,standard,0,0,15092,15228,['4753'],0,0.280373660111213
11714,0,0,standard,0,0,15092,15212,['4753'],0,0.25996582752124575
6858,0,0,standard,0,0,15092,2184,['4753'],0,0.1594211782245883
8072,0,0,standard,0,0,15092,4753,['4753'],1,0.139930783924719
10079,1,1,standard,0,0,29430,5314,['15212'],0,0.3882999377879541
11900,1,1,standard,0,0,29430,15212,['15212'],1,0.3588971462168598
7044,1,1,standard,0,0,29430,2184,['15212'],0,0.2320897008628667
8258,1,1,standard,0,0,29430,4753,['15212'],0,0.20589115982985465
21005,1,1,standard,0,0,29430,36004,['15212'],0,0.1156471124570023
10186,0,1,quick,1,0,39674,5314,"['29877', '15212', '5314']",1,0.3480458852807439
12007,0,1,quick,1,0,39674,15212,"['29877', '15212', '5314']",1,0.25349829089348286
8365,0,1,quick,1,0,39674,4753,"['29877', '15212', '5314']",0,0.23392372331850522
7151,0,1,quick,1,0,39674,2184,"['29877', '15212', '5314']",0,0.21100076900560558
2295,0,1,quick,1,0,39674,770,"['29877', '15212', '5314']",0,0.16767308206908538
10147,0,0,quick,1,0,35585,5314,"['19928', '5314']",1,0.2565747300776959
3470,0,0,quick,1,0,35585,788,"['19928', '5314']",0,0.20800624746954133
11968,0,0,quick,1,0,35585,15212,"['19928', '5314']",0,0.1800145006277143
8326,0,0,quick,1,0,35585,4753,"['19928', '5314']",0,0.16486105645209587
7112,0,0,quick,1,0,35585,2184,"['19928', '5314']",0,0.1474035857716251
10259,1,1,standard,0,0,45825,5314,['36004'],0,0.3882999377879541
12080,1,1,standard,0,0,45825,15212,['36004'],0,0.3588971462168598
7224,1,1,standard,0,0,45825,2184,['36004'],0,0.2320897008628667
8438,1,1,standard,0,0,45825,4753,['36004'],0,0.20589115982985465
21185,1,1,standard,0,0,45825,36004,['36004'],1,0.1156471124570023
10098,0,0,standard,0,0,31492,5314,['5314'],1,0.2848649678377532
12526,0,0,standard,0,0,31492,15228,['5314'],0,0.280373660111213
11919,0,0,standard,0,0,31492,15212,['5314'],0,0.25996582752124575
7063,0,0,standard,0,0,31492,2184,['5314'],0,0.1594211782245883
8277,0,0,standard,0,0,31492,4753,['5314'],0,0.139930783924719
9773,1,1,quick,1,1,4874,5314,"['2184', '5011', '4753', '774', '770']",0,0.3381421774050175
11594,1,1,quick,1,1,4874,15212,"['2184', '5011', '4753', '774', '770']",0,0.24527280337915208
7952,1,1,quick,1,1,4874,4753,"['2184', '5011', '4753', '774', '770']",1,0.22614097961219193
6738,1,1,quick,1,1,4874,2184,"['2184', '5011', '4753', '774', '770']",1,0.20377781374806914
20699,1,1,quick,1,1,4874,36004,"['2184', '5011', '4753', '774', '770']",0,0.13413191822594436
10122,1,1,standard,0,0,33552,5314,['5314'],1,0.3882999377879541
11943,1,1,standard,0,0,33552,15212,['5314'],0,0.3588971462168598
7087,1,1,standard,0,0,33552,2184,['5314'],0,0.2320897008628667
8301,1,1,standard,0,0,33552,4753,['5314'],0,0.20589115982985465
21048,1,1,standard,0,0,33552,36004,['5314'],0,0.1156471124570023
10213,1,1,standard,1,0,41744,5314,"['15212', '4753', '36004', '2184']",0,0.36699551564545296
12034,1,1,standard,1,0,41744,15212,"['15212', '4753', '36004', '2184']",1,0.33831371417579104
7178,1,1,standard,1,0,41744,2184,"['15212', '4753', '36004', '2184']",1,0.21632493412315584
8392,1,1,standard,1,0,41744,4753,"['15212', '4753', '36004', '2184']",1,0.1914622454802743
21139,1,1,standard,1,0,41744,36004,"['15212', '4753', '36004', '2184']",1,0.10669282011014311
9737,1,1,standard,0,0,2835,5314,['1266'],0,0.3882999377879541
11558,1,1,standard,0,0,2835,15212,['1266'],0,0.3588971462168598
6702,1,1,standard,0,0,2835,2184,['1266'],0,0.2320897008628667
7916,1,1,standard,0,0,2835,4753,['1266'],0,0.20589115982985465
20663,1,1,standard,0,0,2835,36004,['1266'],0,0.1156471124570023
9823,1,1,quick,0,0,8984,5314,"['770', '4753']",0,0.37585195151871226
11644,1,1,quick,0,0,8984,15212,"['770', '4753']",0,0.27695964137325035
8002,1,1,quick,0,0,8984,4753,"['770', '4753']",1,0.25619518324745627
6788,1,1,quick,0,0,8984,2184,"['770', '4753']",0,0.23175000157024525
20749,1,1,quick,0,0,8984,36004,"['770', '4753']",0,0.1543977865123823
10290,1,0,quick,1,0,47900,5314,['36004'],0,0.26229685823727544
12111,1,0,quick,1,0,47900,15212,['36004'],0,0.18445282098851204
8469,1,0,quick,1,0,47900,4753,['36004'],0,0.16900276680076437
7255,1,0,quick,1,0,47900,2184,['36004'],0,0.1511861175822544
21216,1,0,quick,1,0,47900,36004,['36004'],1,0.09731776316729744
10267,0,0,standard,1,0,45853,5314,['15228'],0,0.2667607229422619
12695,0,0,standard,1,0,45853,15228,['15228'],1,0.26245010024466964
12088,0,0,standard,1,0,45853,15212,['15228'],0,0.2429065190726366
7232,0,0,standard,1,0,45853,2184,['15228'],0,0.1476434103976142
8446,0,0,standard,1,0,45853,4753,['15228'],0,0.12937131957813952
10030,1,0,standard,1,0,25391,5314,['5011'],0,0.27262671269700794
11851,1,0,standard,1,0,25391,15212,['5011'],0,0.2484256814189762
6995,1,0,standard,1,0,25391,2184,['5011'],0,0.1514310033126736
8209,1,0,standard,1,0,25391,4753,['5011'],0,0.13276317852733818
20956,1,0,standard,1,0,25391,36004,['5011'],0,0.07167864691278956
2108,0,1,urgent,0,0,23345,770,['15212'],0,0.24386905137423254
9999,0,1,urgent,0,0,23345,5314,['15212'],0,0.156912427457273
8178,0,1,urgent,0,0,23345,4753,['15212'],0,0.14252315914026073
9392,0,1,urgent,0,0,23345,5011,['15212'],0,0.14082299624530306
11820,0,1,urgent,0,0,23345,15212,['15212'],1,0.11407305875844377
9839,0,0,quick,1,1,11062,5314,"['788', '5314']",1,0.24276560887590046
3162,0,0,quick,1,1,11062,788,"['788', '5314']",1,0.196121537074463
11660,0,0,quick,1,1,11062,15212,"['788', '5314']",0,0.16938707670595898
8018,0,0,quick,1,1,11062,4753,"['788', '5314']",0,0.15495917782599047
6804,0,0,quick,1,1,11062,2184,"['788', '5314']",0,0.1383765032432573
10166,0,0,standard,0,1,37689,5314,"['19928', '788', '5314']",1,0.2700864006697801
12594,0,0,standard,0,1,37689,15228,"['19928', '788', '5314']",0,0.26574151444221683
11987,0,0,standard,0,1,37689,15212,"['19928', '788', '5314']",0,0.2460345958926901
7131,0,0,standard,0,1,37689,2184,"['19928', '788', '5314']",0,0.1497874283213346
8345,0,0,standard,0,1,37689,4753,"['19928', '788', '5314']",0,0.1312908686343774
10053,0,1,quick,0,0,27451,5314,"['15212', '5011']",0,0.3688913282359131
11874,0,1,quick,0,0,27451,15212,"['15212', '5011']",1,0.27103516131964583
8232,0,1,quick,0,0,27451,4753,"['15212', '5011']",0,0.2505609548442125
7018,0,1,quick,0,0,27451,2184,"['15212', '5011']",0,0.22648967101447282
2162,0,1,quick,0,0,27451,770,"['15212', '5011']",0,0.1807098979547068
10234,0,1,quick,0,0,43835,5314,"['15212', '36004']",0,0.3688913282359131
12055,0,1,quick,0,0,43835,15212,"['15212', '36004']",1,0.27103516131964583
8413,0,1,quick,0,0,43835,4753,"['15212', '36004']",0,0.2505609548442125
7199,0,1,quick,0,0,43835,2184,"['15212', '36004']",0,0.22648967101447282
2343,0,1,quick,0,0,43835,770,"['15212', '36004']",0,0.1807098979547068
10171,1,1,standard,1,0,37693,5314,"['5314', '15212']",1,0.36699551564545296
11992,1,1,standard,1,0,37693,15212,"['5314', '15212']",1,0.33831371417579104
7136,1,1,standard,1,0,37693,2184,"['5314', '15212']",0,0.21632493412315584
8350,1,1,standard,1,0,37693,4753,"['5314', '15212']",0,0.1914622454802743
21097,1,1,standard,1,0,37693,36004,"['5314', '15212']",0,0.10669282011014311
9906,0,1,quick,0,0,15177,5314,['15203'],0,0.3688913282359131
11727,0,1,quick,0,0,15177,15212,['15203'],0,0.27103516131964583
8085,0,1,quick,0,0,15177,4753,['15203'],0,0.2505609548442125
6871,0,1,quick,0,0,15177,2184,['15203'],0,0.22648967101447282
2015,0,1,quick,0,0,15177,770,['15203'],0,0.1807098979547068
10187,0,1,standard,0,0,39759,5314,"['15212', '29877', '2184']",0,0.38124959899180205
12008,0,1,standard,0,0,39759,15212,"['15212', '29877', '2184']",1,0.35207339807839666
7152,0,1,standard,0,0,39759,2184,"['15212', '29877', '2184']",1,0.22682393624593855
8366,0,1,standard,0,0,39759,4753,"['15212', '29877', '2184']",0,0.20106416566771976
9580,0,1,standard,0,0,39759,5011,"['15212', '29877', '2184']",0,0.12583259236200184
9916,1,1,quick,0,0,17238,5314,"['5011', '4753', '15151']",0,0.37585195151871226
11737,1,1,quick,0,0,17238,15212,"['5011', '4753', '15151']",0,0.27695964137325035
8095,1,1,quick,0,0,17238,4753,"['5011', '4753', '15151']",1,0.25619518324745627
6881,1,1,quick,0,0,17238,2184,"['5011', '4753', '15151']",0,0.23175000157024525
20842,1,1,quick,0,0,17238,36004,"['5011', '4753', '15151']",0,0.1543977865123823
10260,0,1,quick,1,0,45911,5314,"['36004', '44404']",0,0.3480458852807439
12081,0,1,quick,1,0,45911,15212,"['36004', '44404']",0,0.25349829089348286
8439,0,1,quick,1,0,45911,4753,"['36004', '44404']",0,0.23392372331850522
7225,0,1,quick,1,0,45911,2184,"['36004', '44404']",0,0.21100076900560558
2369,0,1,quick,1,0,45911,770,"['36004', '44404']",0,0.16767308206908538
2232,0,1,urgent,0,0,33624,770,"['770', '1266']",1,0.24386905137423254
10123,0,1,urgent,0,0,33624,5314,"['770', '1266']",0,0.156912427457273
8302,0,1,urgent,0,0,33624,4753,"['770', '1266']",0,0.14252315914026073
9516,0,1,urgent,0,0,33624,5011,"['770', '1266']",0,0.14082299624530306
11944,0,1,urgent,0,0,33624,15212,"['770', '1266']",0,0.11407305875844377
3163,0,0,urgent,1,0,11097,788,['774'],0,0.4508269786636777
1949,0,0,urgent,1,0,11097,770,['774'],0,0.1599694397119001
9840,0,0,urgent,1,0,11097,5314,['774'],0,0.09901160767098867
8019,0,0,urgent,1,0,11097,4753,['774'],0,0.08936915670974445
9233,0,0,urgent,1,0,11097,5011,['774'],0,0.08823782051323677
10000,0,1,quick,0,0,23389,5314,"['15212', '4753', '5011']",0,0.3688913282359131
11821,0,1,quick,0,0,23389,15212,"['15212', '4753', '5011']",1,0.27103516131964583
8179,0,1,quick,0,0,23389,4753,"['15212', '4753', '5011']",1,0.2505609548442125
6965,0,1,quick,0,0,23389,2184,"['15212', '4753', '5011']",0,0.22648967101447282
2109,0,1,quick,0,0,23389,770,"['15212', '4753', '5011']",0,0.1807098979547068
10150,0,1,standard,1,0,35677,5314,"['15212', '5314']",1,0.3601042794422633
11971,0,1,standard,1,0,35677,15212,"['15212', '5314']",1,0.3316788508604229
7115,0,1,standard,1,0,35677,2184,"['15212', '5314']",0,0.21131841994232567
8329,0,1,standard,1,0,35677,4753,"['15212', '5314']",0,0.18689391481007195
9543,0,1,standard,1,0,35677,5011,"['15212', '5314']",0,0.11619327908474848
10029,1,1,urgent,0,0,25445,5314,"['15212', '5011']",0,0.1608929198058874
8208,1,1,urgent,0,0,25445,4753,"['15212', '5011']",0,0.14620192947822583
11850,1,1,urgent,0,0,25445,15212,"['15212', '5011']",1,0.11711778270680734
10636,1,1,urgent,0,0,25445,7490,"['15212', '5011']",0,0.10275792884857582
6994,1,1,urgent,0,0,25445,2184,"['15212', '5011']",0,0.0885440772086751
10078,0,0,standard,0,0,29547,5314,"['20636', '19928', '788', '5011', '23710', '21638']",0,0.2848649678377532
12506,0,0,standard,0,0,29547,15228,"['20636', '19928', '788', '5011', '23710', '21638']",0,0.280373660111213
11899,0,0,standard,0,0,29547,15212,"['20636', '19928', '788', '5011', '23710', '21638']",0,0.25996582752124575
7043,0,0,standard,0,0,29547,2184,"['20636', '19928', '788', '5011', '23710', '21638']",0,0.1594211782245883
8257,0,0,standard,0,0,29547,4753,"['20636', '19928', '788', '5011', '23710', '21638']",0,0.139930783924719
9894,0,1,quick,1,0,15215,5314,"['770', '5314', '788', '4753', '15203']",1,0.3480458852807439
11715,0,1,quick,1,0,15215,15212,"['770', '5314', '788', '4753', '15203']",0,0.25349829089348286
8073,0,1,quick,1,0,15215,4753,"['770', '5314', '788', '4753', '15203']",1,0.23392372331850522
6859,0,1,quick,1,0,15215,2184,"['770', '5314', '788', '4753', '15203']",0,0.21100076900560558
2003,0,1,quick,1,0,15215,770,"['770', '5314', '788', '4753', '15203']",1,0.16767308206908538
10236,0,0,quick,1,0,43887,5314,"['36004', '15228']",0,0.2565747300776959
3559,0,0,quick,1,0,43887,788,"['36004', '15228']",0,0.20800624746954133
12057,0,0,quick,1,0,43887,15212,"['36004', '15228']",0,0.1800145006277143
8415,0,0,quick,1,0,43887,4753,"['36004', '15228']",0,0.16486105645209587
7201,0,0,quick,1,0,43887,2184,"['36004', '15228']",0,0.1474035857716251
10132,1,1,standard,0,0,33647,5314,"['15212', '20224']",0,0.3882999377879541
11953,1,1,standard,0,0,33647,15212,"['15212', '20224']",1,0.3588971462168598
7097,1,1,standard,0,0,33647,2184,"['15212', '20224']",0,0.2320897008628667
8311,1,1,standard,0,0,33647,4753,"['15212', '20224']",0,0.20589115982985465
21058,1,1,standard,0,0,33647,36004,"['15212', '20224']",0,0.1156471124570023
10261,1,1,standard,0,0,45944,5314,['5314'],1,0.3882999377879541
12082,1,1,standard,0,0,45944,15212,['5314'],0,0.3588971462168598
7226,1,1,standard,0,0,45944,2184,['5314'],0,0.2320897008628667
8440,1,1,standard,0,0,45944,4753,['5314'],0,0.20589115982985465
21187,1,1,standard,0,0,45944,36004,['5314'],0,0.1156471124570023
9738,0,1,quick,0,0,2942,5314,['2184'],0,0.3688913282359131
11559,0,1,quick,0,0,2942,15212,['2184'],0,0.27103516131964583
7917,0,1,quick,0,0,2942,4753,['2184'],0,0.2505609548442125
6703,0,1,quick,0,0,2942,2184,['2184'],1,0.22648967101447282
1847,0,1,quick,0,0,2942,770,['2184'],0,0.1807098979547068
3149,0,0,urgent,1,1,9094,788,['774'],0,0.4326473583110625
1935,0,0,urgent,1,1,9094,770,['774'],0,0.15030848298377286
9826,0,0,urgent,1,1,9094,5314,['774'],0,0.09262611784298824
8005,0,0,urgent,1,1,9094,4753,['774'],0,0.08354786614274004
9219,0,0,urgent,1,1,9094,5011,['774'],0,0.08248354749392106
10099,0,0,standard,0,1,31622,5314,"['2184', '24491']",0,0.2700864006697801
12527,0,0,standard,0,1,31622,15228,"['2184', '24491']",0,0.26574151444221683
11920,0,0,standard,0,1,31622,15212,"['2184', '24491']",0,0.2460345958926901
7064,0,0,standard,0,1,31622,2184,"['2184', '24491']",1,0.1497874283213346
8278,0,0,standard,0,1,31622,4753,"['2184', '24491']",0,0.1312908686343774
9843,1,1,quick,0,0,11143,5314,"['4753', '5314']",1,0.37585195151871226
11664,1,1,quick,0,0,11143,15212,"['4753', '5314']",0,0.27695964137325035
8022,1,1,quick,0,0,11143,4753,"['4753', '5314']",1,0.25619518324745627
6808,1,1,quick,0,0,11143,2184,"['4753', '5314']",0,0.23175000157024525
20769,1,1,quick,0,0,11143,36004,"['4753', '5314']",0,0.1543977865123823
10168,0,0,standard,0,1,37770,5314,"['5314', '2184', '15228', '1714']",1,0.2700864006697801
12596,0,0,standard,0,1,37770,15228,"['5314', '2184', '15228', '1714']",1,0.26574151444221683
11989,0,0,standard,0,1,37770,15212,"['5314', '2184', '15228', '1714']",0,0.2460345958926901
7133,0,0,standard,0,1,37770,2184,"['5314', '2184', '15228', '1714']",1,0.1497874283213346
8347,0,0,standard,0,1,37770,4753,"['5314', '2184', '15228', '1714']",0,0.1312908686343774
10188,1,1,standard,1,1,39823,5314,"['15212', '21576', '7490', '5314']",1,0.35004167490561916
12009,1,1,standard,1,1,39823,15212,"['15212', '21576', '7490', '5314']",1,0.32201083971831174
7153,1,1,standard,1,1,39823,2184,"['15212', '21576', '7490', '5314']",0,0.20408740357473823
8367,1,1,standard,1,1,39823,4753,"['15212', '21576', '7490', '5314']",0,0.18030759699996013
21114,1,1,standard,1,1,39823,36004,"['15212', '21576', '7490', '5314']",0,0.09986685951496244
10007,0,0,standard,0,1,23443,5314,['20224'],0,0.2700864006697801
12435,0,0,standard,0,1,23443,15228,['20224'],0,0.26574151444221683
11828,0,0,standard,0,1,23443,15212,['20224'],0,0.2460345958926901
6972,0,0,standard,0,1,23443,2184,['20224'],0,0.1497874283213346
8186,0,0,standard,0,1,23443,4753,['20224'],0,0.1312908686343774
9972,1,1,quick,0,0,21396,5314,['20636'],0,0.37585195151871226
11793,1,1,quick,0,0,21396,15212,['20636'],0,0.27695964137325035
8151,1,1,quick,0,0,21396,4753,['20636'],0,0.25619518324745627
6937,1,1,quick,0,0,21396,2184,['20636'],0,0.23175000157024525
20898,1,1,quick,0,0,21396,36004,['20636'],0,0.1543977865123823
10151,0,0,standard,1,1,35734,5314,"['29877', '5314', '23710', '15228']",1,0.2525896469876403
12579,0,0,standard,1,1,35734,15228,"['29877', '5314', '23710', '15228']",1,0.2484304312244712
11972,0,0,standard,1,1,35734,15212,"['29877', '5314', '23710', '15228']",0,0.22960583474913043
7116,0,0,standard,1,1,35734,2184,"['29877', '5314', '23710', '15228']",0,0.1386040284892661
8330,0,0,standard,1,1,35734,4753,"['29877', '5314', '23710', '15228']",0,0.12129144361133627
10170,0,0,quick,0,0,37784,5314,['5314'],1,0.2742462397222401
3493,0,0,quick,0,0,37784,788,['5314'],0,0.2233375538334836
11991,0,0,quick,0,0,37784,15212,['5314'],0,0.19378746777411002
8349,0,0,quick,0,0,37784,4753,['5314'],0,0.1777259191699459
7135,0,0,quick,0,0,37784,2184,['5314'],0,0.15916579486802973
9741,1,1,standard,0,0,2971,5314,['2184'],0,0.3882999377879541
11562,1,1,standard,0,0,2971,15212,['2184'],0,0.3588971462168598
6706,1,1,standard,0,0,2971,2184,['2184'],1,0.2320897008628667
7920,1,1,standard,0,0,2971,4753,['2184'],0,0.20589115982985465
20667,1,1,standard,0,0,2971,36004,['2184'],0,0.1156471124570023
10052,0,1,standard,0,0,27553,5314,"['15212', '5011']",0,0.38124959899180205
11873,0,1,standard,0,0,27553,15212,"['15212', '5011']",1,0.35207339807839666
7017,0,1,standard,0,0,27553,2184,"['15212', '5011']",0,0.22682393624593855
8231,0,1,standard,0,0,27553,4753,"['15212', '5011']",0,0.20106416566771976
9445,0,1,standard,0,0,27553,5011,"['15212', '5011']",1,0.12583259236200184
10288,1,1,quick,1,0,48036,5314,['5314'],1,0.35483432280492155
12109,1,1,quick,1,0,48036,15212,['5314'],0,0.25917572765571195
8467,1,1,quick,1,0,48036,4753,['5314'],0,0.23930329710394535
7253,1,1,quick,1,0,48036,2184,['5314'],0,0.21600181858648582
21214,1,1,quick,1,0,48036,36004,['5314'],0,0.14292803495986492
10167,0,0,quick,1,0,37801,5314,"['19928', '788', '5314']",1,0.2565747300776959
3490,0,0,quick,1,0,37801,788,"['19928', '788', '5314']",1,0.20800624746954133
11988,0,0,quick,1,0,37801,15212,"['19928', '788', '5314']",0,0.1800145006277143
8346,0,0,quick,1,0,37801,4753,"['19928', '788', '5314']",0,0.16486105645209587
7132,0,0,quick,1,0,37801,2184,"['19928', '788', '5314']",0,0.1474035857716251
9897,1,1,quick,1,0,15275,5314,"['770', '7490']",0,0.35483432280492155
11718,1,1,quick,1,0,15275,15212,"['770', '7490']",0,0.25917572765571195
8076,1,1,quick,1,0,15275,4753,"['770', '7490']",0,0.23930329710394535
6862,1,1,quick,1,0,15275,2184,"['770', '7490']",0,0.21600181858648582
20823,1,1,quick,1,0,15275,36004,"['770', '7490']",0,0.14292803495986492
10214,1,1,standard,0,0,41902,5314,['5314'],1,0.3882999377879541
12035,1,1,standard,0,0,41902,15212,['5314'],0,0.3588971462168598
7179,1,1,standard,0,0,41902,2184,['5314'],0,0.2320897008628667
8393,1,1,standard,0,0,41902,4753,['5314'],0,0.20589115982985465
21140,1,1,standard,0,0,41902,36004,['5314'],0,0.1156471124570023
9871,0,0,standard,1,0,13236,5314,['788'],0,0.2667607229422619
12299,0,0,standard,1,0,13236,15228,['788'],0,0.26245010024466964
11692,0,0,standard,1,0,13236,15212,['788'],0,0.2429065190726366
6836,0,0,standard,1,0,13236,2184,['788'],0,0.1476434103976142
8050,0,0,standard,1,0,13236,4753,['788'],0,0.12937131957813952
10235,0,0,quick,0,0,43956,5314,"['5314', '15212', '36004']",1,0.2742462397222401
3558,0,0,quick,0,0,43956,788,"['5314', '15212', '36004']",0,0.2233375538334836
12056,0,0,quick,0,0,43956,15212,"['5314', '15212', '36004']",1,0.19378746777411002
8414,0,0,quick,0,0,43956,4753,"['5314', '15212', '36004']",0,0.1777259191699459
7200,0,0,quick,0,0,43956,2184,"['5314', '15212', '36004']",0,0.15916579486802973
