,req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,post_id_project,post_id_manuf,competing_manufacturers,is_manuf_bid,predBidProb
11542,0,0,quick,1,0,1611,15212,"['788', '774']",0,0.1800145006277143
7900,0,0,quick,1,0,1611,4753,"['788', '774']",0,0.16486105645209587
6686,0,0,quick,1,0,1611,2184,"['788', '774']",0,0.1474035857716251
10157,0,0,quick,1,0,36429,5314,"['23710', '5314']",1,0.2565747300776959
3480,0,0,quick,1,0,36429,788,"['23710', '5314']",0,0.20800624746954133
11978,0,0,quick,1,0,36429,15212,"['23710', '5314']",0,0.1800145006277143
8336,0,0,quick,1,0,36429,4753,"['23710', '5314']",0,0.16486105645209587
7122,0,0,quick,1,0,36429,2184,"['23710', '5314']",0,0.1474035857716251
10061,0,0,standard,1,0,28238,5314,['20224'],0,0.2667607229422619
12489,0,0,standard,1,0,28238,15228,['20224'],0,0.26245010024466964
11882,0,0,standard,1,0,28238,15212,['20224'],0,0.2429065190726366
7026,0,0,standard,1,0,28238,2184,['20224'],0,0.1476434103976142
8240,0,0,standard,1,0,28238,4753,['20224'],0,0.12937131957813952
10315,0,0,standard,0,1,50769,5314,['15228'],0,0.2700864006697801
12743,0,0,standard,0,1,50769,15228,['15228'],1,0.26574151444221683
12136,0,0,standard,0,1,50769,15212,['15228'],0,0.2460345958926901
7280,0,0,standard,0,1,50769,2184,['15228'],0,0.1497874283213346
8494,0,0,standard,0,1,50769,4753,['15228'],0,0.1312908686343774
9748,0,1,quick,0,0,3673,5314,"['770', '2184']",0,0.3688913282359131
11569,0,1,quick,0,0,3673,15212,"['770', '2184']",0,0.27103516131964583
7927,0,1,quick,0,0,3673,4753,"['770', '2184']",0,0.2505609548442125
6713,0,1,quick,0,0,3673,2184,"['770', '2184']",1,0.22648967101447282
1857,0,1,quick,0,0,3673,770,"['770', '2184']",1,0.1807098979547068
10318,1,1,quick,0,0,50778,5314,['36004'],0,0.37585195151871226
12139,1,1,quick,0,0,50778,15212,['36004'],0,0.27695964137325035
8497,1,1,quick,0,0,50778,4753,['36004'],0,0.25619518324745627
7283,1,1,quick,0,0,50778,2184,['36004'],0,0.23175000157024525
21244,1,1,quick,0,0,50778,36004,['36004'],1,0.1543977865123823
10040,0,1,quick,0,0,26204,5314,['15212'],0,0.3688913282359131
11861,0,1,quick,0,0,26204,15212,['15212'],1,0.27103516131964583
8219,0,1,quick,0,0,26204,4753,['15212'],0,0.2505609548442125
7005,0,1,quick,0,0,26204,2184,['15212'],0,0.22648967101447282
2149,0,1,quick,0,0,26204,770,['15212'],0,0.1807098979547068
3339,0,0,urgent,1,1,24158,788,['788'],1,0.4326473583110625
2125,0,0,urgent,1,1,24158,770,['788'],0,0.15030848298377286
10016,0,0,urgent,1,1,24158,5314,['788'],0,0.09262611784298824
8195,0,0,urgent,1,1,24158,4753,['788'],0,0.08354786614274004
9409,0,0,urgent,1,1,24158,5011,['788'],0,0.08248354749392106
10247,0,0,standard,1,0,44638,5314,['15228'],0,0.2667607229422619
12675,0,0,standard,1,0,44638,15228,['15228'],1,0.26245010024466964
12068,0,0,standard,1,0,44638,15212,['15228'],0,0.2429065190726366
7212,0,0,standard,1,0,44638,2184,['15228'],0,0.1476434103976142
8426,0,0,standard,1,0,44638,4753,['15228'],0,0.12937131957813952
9722,1,0,quick,1,1,1644,5314,"['742', '1266', '1276', '770']",0,0.24828261951447736
11543,1,0,quick,1,1,1644,15212,"['742', '1266', '1276', '770']",0,0.17361885337910996
7901,1,0,quick,1,1,1644,4753,"['742', '1266', '1276', '770']",0,0.15889945962212498
6687,1,0,quick,1,1,1644,2184,"['742', '1266', '1276', '770']",0,0.14196596173321135
20648,1,0,quick,1,1,1644,36004,"['742', '1266', '1276', '770']",0,0.09103047637264694
10069,0,0,standard,1,0,28273,5314,"['15228', '5314']",1,0.2667607229422619
12497,0,0,standard,1,0,28273,15228,"['15228', '5314']",1,0.26245010024466964
11890,0,0,standard,1,0,28273,15212,"['15228', '5314']",0,0.2429065190726366
7034,0,0,standard,1,0,28273,2184,"['15228', '5314']",0,0.1476434103976142
8248,0,0,standard,1,0,28273,4753,"['15228', '5314']",0,0.12937131957813952
9811,0,0,quick,1,1,7799,5314,"['7490', '2184']",0,0.24276560887590046
3134,0,0,quick,1,1,7799,788,"['7490', '2184']",0,0.196121537074463
11632,0,0,quick,1,1,7799,15212,"['7490', '2184']",0,0.16938707670595898
7990,0,0,quick,1,1,7799,4753,"['7490', '2184']",0,0.15495917782599047
6776,0,0,quick,1,1,7799,2184,"['7490', '2184']",1,0.1383765032432573
9854,0,1,quick,0,0,11899,5314,"['5011', '770']",0,0.3688913282359131
11675,0,1,quick,0,0,11899,15212,"['5011', '770']",0,0.27103516131964583
8033,0,1,quick,0,0,11899,4753,"['5011', '770']",0,0.2505609548442125
6819,0,1,quick,0,0,11899,2184,"['5011', '770']",0,0.22648967101447282
1963,0,1,quick,0,0,11899,770,"['5011', '770']",1,0.1807098979547068
3391,0,0,urgent,0,0,28283,788,"['5011', '770']",0,0.4733587456177517
2177,0,0,urgent,0,0,28283,770,"['5011', '770']",1,0.17253144578248922
10068,0,0,urgent,0,0,28283,5314,"['5011', '770']",0,0.10739875127559101
8247,0,0,urgent,0,0,28283,4753,"['5011', '770']",0,0.09702746206921489
9461,0,0,urgent,0,0,28283,5011,"['5011', '770']",1,0.09580937840485486
9985,1,1,quick,0,0,22139,5314,"['15212', '20636', '4753']",0,0.37585195151871226
11806,1,1,quick,0,0,22139,15212,"['15212', '20636', '4753']",1,0.27695964137325035
8164,1,1,quick,0,0,22139,4753,"['15212', '20636', '4753']",1,0.25619518324745627
6950,1,1,quick,0,0,22139,2184,"['15212', '20636', '4753']",0,0.23175000157024525
20911,1,1,quick,0,0,22139,36004,"['15212', '20636', '4753']",0,0.1543977865123823
10041,0,0,standard,1,1,26238,5314,['788'],0,0.2525896469876403
12469,0,0,standard,1,1,26238,15228,['788'],0,0.2484304312244712
11862,0,0,standard,1,1,26238,15212,['788'],0,0.22960583474913043
7006,0,0,standard,1,1,26238,2184,['788'],0,0.1386040284892661
8220,0,0,standard,1,1,26238,4753,['788'],0,0.12129144361133627
3390,0,0,urgent,1,1,28290,788,"['5011', '770', '788']",1,0.4326473583110625
2176,0,0,urgent,1,1,28290,770,"['5011', '770', '788']",1,0.15030848298377286
10067,0,0,urgent,1,1,28290,5314,"['5011', '770', '788']",0,0.09262611784298824
8246,0,0,urgent,1,1,28290,4753,"['5011', '770', '788']",0,0.08354786614274004
9460,0,0,urgent,1,1,28290,5011,"['5011', '770', '788']",1,0.08248354749392106
10207,1,0,standard,0,0,40578,5314,"['15212', '5314']",1,0.2909710839408938
12028,1,0,standard,0,0,40578,15212,"['15212', '5314']",1,0.2657365506863152
7172,1,0,standard,0,0,40578,2184,"['15212', '5314']",0,0.16345297321898977
8386,1,0,standard,0,0,40578,4753,"['15212', '5314']",0,0.14355384286301084
21133,1,0,standard,0,0,40578,36004,"['15212', '5314']",0,0.07795076730512396
9747,0,1,quick,0,0,3718,5314,"['770', '2184', '1266', '774', '756']",0,0.3688913282359131
11568,0,1,quick,0,0,3718,15212,"['770', '2184', '1266', '774', '756']",0,0.27103516131964583
7926,0,1,quick,0,0,3718,4753,"['770', '2184', '1266', '774', '756']",0,0.2505609548442125
6712,0,1,quick,0,0,3718,2184,"['770', '2184', '1266', '774', '756']",1,0.22648967101447282
1856,0,1,quick,0,0,3718,770,"['770', '2184', '1266', '774', '756']",1,0.1807098979547068
3278,0,0,urgent,0,0,20108,788,"['5314', '7490']",0,0.4733587456177517
2064,0,0,urgent,0,0,20108,770,"['5314', '7490']",0,0.17253144578248922
9955,0,0,urgent,0,0,20108,5314,"['5314', '7490']",1,0.10739875127559101
8134,0,0,urgent,0,0,20108,4753,"['5314', '7490']",0,0.09702746206921489
9348,0,0,urgent,0,0,20108,5011,"['5314', '7490']",0,0.09580937840485486
10198,1,1,quick,1,0,40595,5314,"['15212', '5314']",1,0.35483432280492155
12019,1,1,quick,1,0,40595,15212,"['15212', '5314']",1,0.25917572765571195
8377,1,1,quick,1,0,40595,4753,"['15212', '5314']",0,0.23930329710394535
7163,1,1,quick,1,0,40595,2184,"['15212', '5314']",0,0.21600181858648582
21124,1,1,quick,1,0,40595,36004,"['15212', '5314']",0,0.14292803495986492
3340,0,0,urgent,1,0,24221,788,['788'],1,0.4508269786636777
2126,0,0,urgent,1,0,24221,770,['788'],0,0.1599694397119001
10017,0,0,urgent,1,0,24221,5314,['788'],0,0.09901160767098867
8196,0,0,urgent,1,0,24221,4753,['788'],0,0.08936915670974445
9410,0,0,urgent,1,0,24221,5011,['788'],0,0.08823782051323677
9807,0,1,quick,0,0,7840,5314,[],0,0.3688913282359131
11628,0,1,quick,0,0,7840,15212,[],0,0.27103516131964583
7986,0,1,quick,0,0,7840,4753,[],0,0.2505609548442125
6772,0,1,quick,0,0,7840,2184,[],0,0.22648967101447282
1916,0,1,quick,0,0,7840,770,[],0,0.1807098979547068
10200,0,1,quick,0,0,40612,5314,"['15212', '5314']",1,0.3688913282359131
12021,0,1,quick,0,0,40612,15212,"['15212', '5314']",1,0.27103516131964583
8379,0,1,quick,0,0,40612,4753,"['15212', '5314']",0,0.2505609548442125
7165,0,1,quick,0,0,40612,2184,"['15212', '5314']",0,0.22648967101447282
2309,0,1,quick,0,0,40612,770,"['15212', '5314']",0,0.1807098979547068
10136,1,1,quick,0,0,34473,5314,['15212'],0,0.37585195151871226
11957,1,1,quick,0,0,34473,15212,['15212'],1,0.27695964137325035
8315,1,1,quick,0,0,34473,4753,['15212'],0,0.25619518324745627
7101,1,1,quick,0,0,34473,2184,['15212'],0,0.23175000157024525
21062,1,1,quick,0,0,34473,36004,['15212'],0,0.1543977865123823
9808,0,1,quick,0,0,7850,5314,"['2184', '1670']",0,0.3688913282359131
11629,0,1,quick,0,0,7850,15212,"['2184', '1670']",0,0.27103516131964583
7987,0,1,quick,0,0,7850,4753,"['2184', '1670']",0,0.2505609548442125
6773,0,1,quick,0,0,7850,2184,"['2184', '1670']",1,0.22648967101447282
1917,0,1,quick,0,0,7850,770,"['2184', '1670']",0,0.1807098979547068
10108,0,1,quick,0,0,32426,5314,['5011'],0,0.3688913282359131
11929,0,1,quick,0,0,32426,15212,['5011'],0,0.27103516131964583
8287,0,1,quick,0,0,32426,4753,['5011'],0,0.2505609548442125
7073,0,1,quick,0,0,32426,2184,['5011'],0,0.22648967101447282
2217,0,1,quick,0,0,32426,770,['5011'],0,0.1807098979547068
9986,1,1,quick,0,0,22188,5314,"['15212', '20636', '4753']",0,0.37585195151871226
11807,1,1,quick,0,0,22188,15212,"['15212', '20636', '4753']",1,0.27695964137325035
8165,1,1,quick,0,0,22188,4753,"['15212', '20636', '4753']",1,0.25619518324745627
6951,1,1,quick,0,0,22188,2184,"['15212', '20636', '4753']",0,0.23175000157024525
20912,1,1,quick,0,0,22188,36004,"['15212', '20636', '4753']",0,0.1543977865123823
10199,0,1,quick,0,0,40622,5314,"['15212', '29877', '23582', '5314']",1,0.3688913282359131
12020,0,1,quick,0,0,40622,15212,"['15212', '29877', '23582', '5314']",1,0.27103516131964583
8378,0,1,quick,0,0,40622,4753,"['15212', '29877', '23582', '5314']",0,0.2505609548442125
7164,0,1,quick,0,0,40622,2184,"['15212', '29877', '23582', '5314']",0,0.22648967101447282
2308,0,1,quick,0,0,40622,770,"['15212', '29877', '23582', '5314']",0,0.1807098979547068
10303,0,0,standard,1,0,48817,5314,"['36004', '5314', '1714', '44404']",1,0.2667607229422619
12731,0,0,standard,1,0,48817,15228,"['36004', '5314', '1714', '44404']",0,0.26245010024466964
12124,0,0,standard,1,0,48817,15212,"['36004', '5314', '1714', '44404']",0,0.2429065190726366
7268,0,0,standard,1,0,48817,2184,"['36004', '5314', '1714', '44404']",0,0.1476434103976142
8482,0,0,standard,1,0,48817,4753,"['36004', '5314', '1714', '44404']",0,0.12937131957813952
9904,1,1,quick,0,0,16051,5314,"['5314', '4753']",1,0.37585195151871226
11725,1,1,quick,0,0,16051,15212,"['5314', '4753']",0,0.27695964137325035
8083,1,1,quick,0,0,16051,4753,"['5314', '4753']",1,0.25619518324745627
6869,1,1,quick,0,0,16051,2184,"['5314', '4753']",0,0.23175000157024525
20830,1,1,quick,0,0,16051,36004,"['5314', '4753']",0,0.1543977865123823
10089,1,1,quick,0,0,30390,5314,['25719'],0,0.37585195151871226
11910,1,1,quick,0,0,30390,15212,['25719'],0,0.27695964137325035
8268,1,1,quick,0,0,30390,4753,['25719'],0,0.25619518324745627
7054,1,1,quick,0,0,30390,2184,['25719'],0,0.23175000157024525
21015,1,1,quick,0,0,30390,36004,['25719'],0,0.1543977865123823
9844,1,1,standard,1,0,9911,5314,['5314'],1,0.36699551564545296
11665,1,1,standard,1,0,9911,15212,['5314'],0,0.33831371417579104
6809,1,1,standard,1,0,9911,2184,['5314'],0,0.21632493412315584
8023,1,1,standard,1,0,9911,4753,['5314'],0,0.1914622454802743
20770,1,1,standard,1,0,9911,36004,['5314'],0,0.10669282011014311
9784,0,1,quick,0,0,5819,5314,"['4753', '770', '5314']",1,0.3688913282359131
11605,0,1,quick,0,0,5819,15212,"['4753', '770', '5314']",0,0.27103516131964583
7963,0,1,quick,0,0,5819,4753,"['4753', '770', '5314']",1,0.2505609548442125
6749,0,1,quick,0,0,5819,2184,"['4753', '770', '5314']",0,0.22648967101447282
1893,0,1,quick,0,0,5819,770,"['4753', '770', '5314']",1,0.1807098979547068
10137,0,0,standard,0,0,34492,5314,['15212'],0,0.2848649678377532
12565,0,0,standard,0,0,34492,15228,['15212'],0,0.280373660111213
11958,0,0,standard,0,0,34492,15212,['15212'],1,0.25996582752124575
7102,0,0,standard,0,0,34492,2184,['15212'],0,0.1594211782245883
8316,0,0,standard,0,0,34492,4753,['15212'],0,0.139930783924719
10222,0,1,standard,0,0,42702,5314,['5314'],1,0.38124959899180205
12043,0,1,standard,0,0,42702,15212,['5314'],0,0.35207339807839666
7187,0,1,standard,0,0,42702,2184,['5314'],0,0.22682393624593855
8401,0,1,standard,0,0,42702,4753,['5314'],0,0.20106416566771976
9615,0,1,standard,0,0,42702,5011,['5314'],0,0.12583259236200184
9810,0,0,standard,1,1,7887,5314,"['7490', '788', '2184']",0,0.2525896469876403
12238,0,0,standard,1,1,7887,15228,"['7490', '788', '2184']",0,0.2484304312244712
11631,0,0,standard,1,1,7887,15212,"['7490', '788', '2184']",0,0.22960583474913043
6775,0,0,standard,1,1,7887,2184,"['7490', '788', '2184']",1,0.1386040284892661
7989,0,0,standard,1,1,7887,4753,"['7490', '788', '2184']",0,0.12129144361133627
10014,1,1,quick,0,0,24271,5314,"['5011', '15212']",0,0.37585195151871226
11835,1,1,quick,0,0,24271,15212,"['5011', '15212']",1,0.27695964137325035
8193,1,1,quick,0,0,24271,4753,"['5011', '15212']",0,0.25619518324745627
6979,1,1,quick,0,0,24271,2184,"['5011', '15212']",0,0.23175000157024525
20940,1,1,quick,0,0,24271,36004,"['5011', '15212']",0,0.1543977865123823
10250,1,1,quick,0,0,44751,5314,"['44404', '2184']",0,0.37585195151871226
12071,1,1,quick,0,0,44751,15212,"['44404', '2184']",0,0.27695964137325035
8429,1,1,quick,0,0,44751,4753,"['44404', '2184']",0,0.25619518324745627
7215,1,1,quick,0,0,44751,2184,"['44404', '2184']",1,0.23175000157024525
21176,1,1,quick,0,0,44751,36004,"['44404', '2184']",0,0.1543977865123823
10077,0,1,quick,0,0,28373,5314,['5314'],1,0.3688913282359131
11898,0,1,quick,0,0,28373,15212,['5314'],0,0.27103516131964583
8256,0,1,quick,0,0,28373,4753,['5314'],0,0.2505609548442125
7042,0,1,quick,0,0,28373,2184,['5314'],0,0.22648967101447282
2186,0,1,quick,0,0,28373,770,['5314'],0,0.1807098979547068
10138,0,0,standard,0,0,34520,5314,['15212'],0,0.2848649678377532
12566,0,0,standard,0,0,34520,15228,['15212'],0,0.280373660111213
11959,0,0,standard,0,0,34520,15212,['15212'],1,0.25996582752124575
7103,0,0,standard,0,0,34520,2184,['15212'],0,0.1594211782245883
8317,0,0,standard,0,0,34520,4753,['15212'],0,0.139930783924719
9750,1,1,quick,0,0,3801,5314,"['770', '2184']",0,0.37585195151871226
11571,1,1,quick,0,0,3801,15212,"['770', '2184']",0,0.27695964137325035
7929,1,1,quick,0,0,3801,4753,"['770', '2184']",0,0.25619518324745627
6715,1,1,quick,0,0,3801,2184,"['770', '2184']",1,0.23175000157024525
20676,1,1,quick,0,0,3801,36004,"['770', '2184']",0,0.1543977865123823
10273,0,1,standard,0,0,46813,5314,"['5011', '29877', '15212', '36004', '5314', '768']",1,0.38124959899180205
12094,0,1,standard,0,0,46813,15212,"['5011', '29877', '15212', '36004', '5314', '768']",1,0.35207339807839666
7238,0,1,standard,0,0,46813,2184,"['5011', '29877', '15212', '36004', '5314', '768']",0,0.22682393624593855
8452,0,1,standard,0,0,46813,4753,"['5011', '29877', '15212', '36004', '5314', '768']",0,0.20106416566771976
9666,0,1,standard,0,0,46813,5011,"['5011', '29877', '15212', '36004', '5314', '768']",1,0.12583259236200184
10274,0,1,standard,0,0,46817,5314,['38958'],0,0.38124959899180205
12095,0,1,standard,0,0,46817,15212,['38958'],0,0.35207339807839666
7239,0,1,standard,0,0,46817,2184,['38958'],0,0.22682393624593855
8453,0,1,standard,0,0,46817,4753,['38958'],0,0.20106416566771976
9667,0,1,standard,0,0,46817,5011,['38958'],0,0.12583259236200184
10248,1,1,quick,0,0,44771,5314,"['36004', '44404', '2184']",0,0.37585195151871226
12069,1,1,quick,0,0,44771,15212,"['36004', '44404', '2184']",0,0.27695964137325035
8427,1,1,quick,0,0,44771,4753,"['36004', '44404', '2184']",0,0.25619518324745627
7213,1,1,quick,0,0,44771,2184,"['36004', '44404', '2184']",1,0.23175000157024525
21174,1,1,quick,0,0,44771,36004,"['36004', '44404', '2184']",1,0.1543977865123823
10141,0,1,standard,0,0,34542,5314,['15212'],0,0.38124959899180205
11962,0,1,standard,0,0,34542,15212,['15212'],1,0.35207339807839666
7106,0,1,standard,0,0,34542,2184,['15212'],0,0.22682393624593855
8320,0,1,standard,0,0,34542,4753,['15212'],0,0.20106416566771976
9534,0,1,standard,0,0,34542,5011,['15212'],0,0.12583259236200184
9723,0,1,quick,0,0,1775,5314,"['1276', '770', '1266', '756']",0,0.3688913282359131
11544,0,1,quick,0,0,1775,15212,"['1276', '770', '1266', '756']",0,0.27103516131964583
7902,0,1,quick,0,0,1775,4753,"['1276', '770', '1266', '756']",0,0.2505609548442125
6688,0,1,quick,0,0,1775,2184,"['1276', '770', '1266', '756']",0,0.22648967101447282
1832,0,1,quick,0,0,1775,770,"['1276', '770', '1266', '756']",1,0.1807098979547068
2333,0,1,urgent,0,0,42735,770,['15212'],0,0.24386905137423254
10224,0,1,urgent,0,0,42735,5314,['15212'],0,0.156912427457273
8403,0,1,urgent,0,0,42735,4753,['15212'],0,0.14252315914026073
9617,0,1,urgent,0,0,42735,5011,['15212'],0,0.14082299624530306
12045,0,1,urgent,0,0,42735,15212,['15212'],1,0.11407305875844377
10308,1,1,standard,0,0,48881,5314,"['5314', '36004', '4753']",1,0.3882999377879541
12129,1,1,standard,0,0,48881,15212,"['5314', '36004', '4753']",0,0.3588971462168598
7273,1,1,standard,0,0,48881,2184,"['5314', '36004', '4753']",0,0.2320897008628667
8487,1,1,standard,0,0,48881,4753,"['5314', '36004', '4753']",1,0.20589115982985465
21234,1,1,standard,0,0,48881,36004,"['5314', '36004', '4753']",1,0.1156471124570023
10176,1,1,urgent,0,0,38651,5314,"['770', '5011']",0,0.1608929198058874
8355,1,1,urgent,0,0,38651,4753,"['770', '5011']",0,0.14620192947822583
11997,1,1,urgent,0,0,38651,15212,"['770', '5011']",0,0.11711778270680734
10783,1,1,urgent,0,0,38651,7490,"['770', '5011']",0,0.10275792884857582
7141,1,1,urgent,0,0,38651,2184,"['770', '5011']",0,0.0885440772086751
9880,0,0,standard,0,0,14077,5314,['4753'],0,0.2848649678377532
12308,0,0,standard,0,0,14077,15228,['4753'],0,0.280373660111213
11701,0,0,standard,0,0,14077,15212,['4753'],0,0.25996582752124575
6845,0,0,standard,0,0,14077,2184,['4753'],0,0.1594211782245883
8059,0,0,standard,0,0,14077,4753,['4753'],1,0.139930783924719
9856,0,0,quick,1,1,12030,5314,['7490'],0,0.24276560887590046
3179,0,0,quick,1,1,12030,788,['7490'],0,0.196121537074463
11677,0,0,quick,1,1,12030,15212,['7490'],0,0.16938707670595898
8035,0,0,quick,1,1,12030,4753,['7490'],0,0.15495917782599047
6821,0,0,quick,1,1,12030,2184,['7490'],0,0.1383765032432573
10252,0,0,quick,0,1,44804,5314,"['44404', '5314']",1,0.25981841734709704
3575,0,0,quick,0,1,44804,788,"['44404', '5314']",0,0.21081003277751806
12073,0,0,quick,0,1,44804,15212,"['44404', '5314']",0,0.1825279331637147
8431,0,0,quick,0,1,44804,4753,"['44404', '5314']",0,0.167206054355199
7217,0,0,quick,0,1,44804,2184,"['44404', '5314']",0,0.14954473208257377
10129,0,1,standard,1,1,32519,5314,['5314'],1,0.34329613841582723
11950,0,1,standard,1,1,32519,15212,['5314'],0,0.3155432317647962
7094,0,1,standard,1,1,32519,2184,['5314'],0,0.19929208466518608
8308,0,1,standard,1,1,32519,4753,['5314'],0,0.17594750072466234
9522,0,1,standard,1,1,32519,5011,['5314'],0,0.10883355275271465
9926,0,0,standard,1,1,18184,5314,['15228'],0,0.2525896469876403
12354,0,0,standard,1,1,18184,15228,['15228'],1,0.2484304312244712
11747,0,0,standard,1,1,18184,15212,['15228'],0,0.22960583474913043
6891,0,0,standard,1,1,18184,2184,['15228'],0,0.1386040284892661
8105,0,0,standard,1,1,18184,4753,['15228'],0,0.12129144361133627
9782,1,1,quick,0,0,5899,5314,"['5314', '2184', '4753', '770', '1266']",1,0.37585195151871226
11603,1,1,quick,0,0,5899,15212,"['5314', '2184', '4753', '770', '1266']",0,0.27695964137325035
7961,1,1,quick,0,0,5899,4753,"['5314', '2184', '4753', '770', '1266']",1,0.25619518324745627
6747,1,1,quick,0,0,5899,2184,"['5314', '2184', '4753', '770', '1266']",1,0.23175000157024525
20708,1,1,quick,0,0,5899,36004,"['5314', '2184', '4753', '770', '1266']",0,0.1543977865123823
9965,0,0,standard,0,0,20236,5314,"['15203', '20522']",0,0.2848649678377532
12393,0,0,standard,0,0,20236,15228,"['15203', '20522']",0,0.280373660111213
11786,0,0,standard,0,0,20236,15212,"['15203', '20522']",0,0.25996582752124575
6930,0,0,standard,0,0,20236,2184,"['15203', '20522']",0,0.1594211782245883
8144,0,0,standard,0,0,20236,4753,"['15203', '20522']",0,0.139930783924719
10004,0,1,quick,0,0,22289,5314,['740'],0,0.3688913282359131
11825,0,1,quick,0,0,22289,15212,['740'],0,0.27103516131964583
8183,0,1,quick,0,0,22289,4753,['740'],0,0.2505609548442125
6969,0,1,quick,0,0,22289,2184,['740'],0,0.22648967101447282
2113,0,1,quick,0,0,22289,770,['740'],0,0.1807098979547068
2267,0,1,urgent,0,0,36625,770,[],0,0.24386905137423254
10158,0,1,urgent,0,0,36625,5314,[],0,0.156912427457273
8337,0,1,urgent,0,0,36625,4753,[],0,0.14252315914026073
9551,0,1,urgent,0,0,36625,5011,[],0,0.14082299624530306
11979,0,1,urgent,0,0,36625,15212,[],0,0.11407305875844377
9783,1,1,standard,1,0,5910,5314,"['1684', '4753', '770', '5314', '2184', '5011']",1,0.36699551564545296
11604,1,1,standard,1,0,5910,15212,"['1684', '4753', '770', '5314', '2184', '5011']",0,0.33831371417579104
6748,1,1,standard,1,0,5910,2184,"['1684', '4753', '770', '5314', '2184', '5011']",1,0.21632493412315584
7962,1,1,standard,1,0,5910,4753,"['1684', '4753', '770', '5314', '2184', '5011']",1,0.1914622454802743
20709,1,1,standard,1,0,5910,36004,"['1684', '4753', '770', '5314', '2184', '5011']",0,0.10669282011014311
10042,1,1,quick,1,0,26394,5314,['15212'],0,0.35483432280492155
11863,1,1,quick,1,0,26394,15212,['15212'],1,0.25917572765571195
8221,1,1,quick,1,0,26394,4753,['15212'],0,0.23930329710394535
7007,1,1,quick,1,0,26394,2184,['15212'],0,0.21600181858648582
20968,1,1,quick,1,0,26394,36004,['15212'],0,0.14292803495986492
10159,0,1,quick,0,0,36636,5314,"['5011', '5314']",1,0.3688913282359131
11980,0,1,quick,0,0,36636,15212,"['5011', '5314']",0,0.27103516131964583
8338,0,1,quick,0,0,36636,4753,"['5011', '5314']",0,0.2505609548442125
7124,0,1,quick,0,0,36636,2184,"['5011', '5314']",0,0.22648967101447282
2268,0,1,quick,0,0,36636,770,"['5011', '5314']",0,0.1807098979547068
9751,0,1,quick,0,0,3876,5314,"['1684', '770']",0,0.3688913282359131
11572,0,1,quick,0,0,3876,15212,"['1684', '770']",0,0.27103516131964583
7930,0,1,quick,0,0,3876,4753,"['1684', '770']",0,0.2505609548442125
6716,0,1,quick,0,0,3876,2184,"['1684', '770']",0,0.22648967101447282
1860,0,1,quick,0,0,3876,770,"['1684', '770']",1,0.1807098979547068
9857,1,1,standard,0,0,12068,5314,"['768', '2194', '770', '1266', '4753', '5011']",0,0.3882999377879541
11678,1,1,standard,0,0,12068,15212,"['768', '2194', '770', '1266', '4753', '5011']",0,0.3588971462168598
6822,1,1,standard,0,0,12068,2184,"['768', '2194', '770', '1266', '4753', '5011']",0,0.2320897008628667
8036,1,1,standard,0,0,12068,4753,"['768', '2194', '770', '1266', '4753', '5011']",1,0.20589115982985465
20783,1,1,standard,0,0,12068,36004,"['768', '2194', '770', '1266', '4753', '5011']",0,0.1156471124570023
10223,0,1,quick,0,0,42799,5314,"['36004', '15212']",0,0.3688913282359131
12044,0,1,quick,0,0,42799,15212,"['36004', '15212']",1,0.27103516131964583
8402,0,1,quick,0,0,42799,4753,"['36004', '15212']",0,0.2505609548442125
7188,0,1,quick,0,0,42799,2184,"['36004', '15212']",0,0.22648967101447282
2332,0,1,quick,0,0,42799,770,"['36004', '15212']",0,0.1807098979547068
10109,1,0,quick,0,0,32559,5314,['15212'],0,0.28021392878198476
11930,1,0,quick,0,0,32559,15212,['15212'],1,0.1984831684081506
8288,1,0,quick,0,0,32559,4753,['15212'],0,0.18212034602829513
7074,1,0,quick,0,0,32559,2184,['15212'],0,0.16319238507412515
21035,1,0,quick,0,0,32559,36004,['15212'],0,0.10557823686781487
10203,0,0,standard,1,1,40753,5314,['15228'],0,0.2525896469876403
12631,0,0,standard,1,1,40753,15228,['15228'],1,0.2484304312244712
12024,0,0,standard,1,1,40753,15212,['15228'],0,0.22960583474913043
7168,0,0,standard,1,1,40753,2184,['15228'],0,0.1386040284892661
8382,0,0,standard,1,1,40753,4753,['15228'],0,0.12129144361133627
10020,0,0,standard,0,0,24377,5314,"['788', '23710', '5011', '2184']",0,0.2848649678377532
12448,0,0,standard,0,0,24377,15228,"['788', '23710', '5011', '2184']",0,0.280373660111213
11841,0,0,standard,0,0,24377,15212,"['788', '23710', '5011', '2184']",0,0.25996582752124575
6985,0,0,standard,0,0,24377,2184,"['788', '23710', '5011', '2184']",1,0.1594211782245883
8199,0,0,standard,0,0,24377,4753,"['788', '23710', '5011', '2184']",0,0.139930783924719
9809,1,0,urgent,0,0,7997,5314,['7490'],0,0.11028750811635056
7988,1,0,urgent,0,0,7997,4753,['7490'],0,0.09966840629180254
11630,1,0,urgent,0,0,7997,15212,['7490'],0,0.078984872933518
10416,1,0,urgent,0,0,7997,7490,['7490'],1,0.06893544671783597
6774,1,0,urgent,0,0,7997,2184,['7490'],0,0.05909192383963724
9997,1,1,quick,0,0,22341,5314,"['15212', '4753']",0,0.37585195151871226
11818,1,1,quick,0,0,22341,15212,"['15212', '4753']",1,0.27695964137325035
